Price,journey_day,journey_month,journey_year,Dept_Time_hour,Dept_Time_min,Arrival_Time_hour,Arrival_Time_min,dur_hour,dur_min
12384,6,5,2019,9,35,18,0,8,25
17049,6,5,2019,10,0,5,25,19,25
7006,24,5,2019,7,30,21,0,13,30
12723,12,6,2019,5,50,20,25,14,35
10577,12,6,2019,8,0,4,25,20,25
16736,6,3,2019,7,0,19,10,12,10
10262,24,6,2019,13,0,4,25,15,25
7155,24,6,2019,11,25,19,15,7,50
15147,3,3,2019,10,20,1,35,15,15
4823,12,6,2019,7,10,10,5,2,55
8714,15,3,2019,9,30,16,20,6,50
10953,6,5,2019,9,35,9,45,24,10
10203,12,6,2019,20,30,20,25,23,55
12373,18,5,2019,13,0,12,35,23,35
14151,12,5,2019,9,35,23,35,14,0
12121,24,5,2019,9,35,14,25,28,50
5586,9,4,2019,6,0,9,10,3,10
10844,18,5,2019,8,25,12,0,27,35
8586,21,5,2019,21,10,4,40,7,30
5409,6,6,2019,17,55,22,50,4,55
7178,21,3,2019,9,45,21,20,11,35
5797,24,6,2019,10,20,1,30,15,10
13759,24,3,2019,19,45,19,40,23,55
13873,24,5,2019,7,0,1,20,18,20
16079,21,5,2019,20,55,19,0,22,5
2017,27,6,2019,13,15,14,45,1,30
10844,18,5,2019,20,0,18,15,22,15
3573,24,4,2019,21,10,0,5,2,55
8066,6,5,2019,9,35,9,45,24,10
14053,9,3,2019,20,50,18,50,22,0
12284,18,3,2019,8,0,15,15,7,15
5351,9,4,2019,6,5,11,20,5,15
7064,1,4,2019,16,30,16,20,23,50
10394,3,3,2019,2,5,7,25,5,20
9663,15,5,2019,18,55,9,20,14,25
13727,18,5,2019,17,30,1,30,8,0
10262,12,6,2019,19,15,12,35,17,20
4823,9,4,2019,7,10,10,5,2,55
7074,3,3,2019,5,50,8,40,2,50
17267,6,3,2019,7,5,21,0,13,55
14067,21,5,2019,15,0,1,30,10,30
4823,1,5,2019,8,30,11,20,2,50
4823,27,4,2019,20,0,22,50,2,50
4483,12,5,2019,23,55,2,45,2,50
14960,6,6,2019,9,50,23,15,13,25
7171,1,6,2019,17,0,19,45,2,45
12173,24,3,2019,20,30,8,55,12,25
11392,3,3,2019,0,30,8,45,8,15
16057,15,5,2019,10,0,13,45,27,45
14151,9,6,2019,17,0,10,55,17,55
4030,21,5,2019,11,10,14,5,2,55
4226,6,5,2019,19,35,23,15,3,40
11050,9,3,2019,4,0,19,15,15,15
6961,21,5,2019,10,0,12,45,2,45
14231,24,3,2019,21,10,9,15,12,5
10919,27,6,2019,14,35,12,35,22,0
10913,27,3,2019,7,0,19,15,12,15
5277,27,6,2019,22,5,0,25,2,20
7485,21,5,2019,10,20,21,0,10,40
14231,24,3,2019,16,55,16,20,23,25
4201,6,4,2019,7,25,13,35,6,10
7931,6,3,2019,14,10,17,10,3,0
6513,15,5,2019,14,55,22,30,7,35
14714,6,6,2019,15,0,19,0,28,0
6218,9,5,2019,18,5,23,30,5,25
8603,27,6,2019,12,0,19,15,7,15
7318,21,5,2019,8,30,21,0,12,30
13504,15,6,2019,10,0,19,0,9,0
9646,15,5,2019,7,5,22,30,15,25
5224,27,5,2019,11,30,14,5,2,35
12692,12,6,2019,9,35,18,0,8,25
9689,6,6,2019,10,20,17,35,7,15
13033,9,5,2019,10,0,1,20,15,20
13626,12,6,2019,6,30,16,20,9,50
2754,18,5,2019,19,5,20,35,1,30
12121,9,5,2019,17,0,9,45,16,45
3419,24,4,2019,1,30,4,15,2,45
13033,21,5,2019,10,0,1,20,15,20
4174,6,4,2019,4,40,7,15,2,35
6152,27,6,2019,7,55,22,25,14,30
5201,27,6,2019,5,10,8,0,2,50
9134,15,3,2019,7,0,16,10,9,10
13243,18,5,2019,7,0,1,20,18,20
15129,27,5,2019,5,30,4,25,22,55
2759,9,5,2019,19,35,21,5,1,30
4423,15,5,2019,6,5,8,50,2,45
9187,18,5,2019,7,10,22,40,15,30
7740,18,5,2019,7,10,22,30,15,20
6144,24,5,2019,19,50,22,50,3,0
10877,9,6,2019,4,55,12,35,7,40
6442,15,6,2019,11,55,22,30,10,35
7048,27,3,2019,4,45,15,30,10,45
5797,27,6,2019,15,15,1,30,10,15
10573,3,3,2019,6,45,23,55,17,10
7503,15,5,2019,8,30,21,0,12,30
6104,12,6,2019,17,30,1,30,8,0
9663,9,5,2019,21,10,8,15,11,5
5769,3,6,2019,11,10,14,5,2,55
3100,15,6,2019,13,55,15,25,1,30
12373,18,5,2019,17,30,4,25,10,55
3815,15,3,2019,9,0,11,30,2,30
14300,15,6,2019,12,15,12,35,24,20
4823,1,6,2019,7,10,10,5,2,55
2754,18,6,2019,19,5,20,35,1,30
9736,3,6,2019,6,0,19,15,13,15
7280,21,3,2019,9,45,14,25,4,40
7408,9,6,2019,8,0,21,0,13,0
13044,12,6,2019,20,0,12,0,16,0
12723,24,5,2019,5,50,23,15,17,25
8586,6,5,2019,16,30,4,40,12,10
6316,12,6,2019,16,0,1,30,9,30
15554,9,5,2019,9,0,19,0,10,0
2385,15,3,2019,13,10,14,30,1,20
13587,9,6,2019,13,0,21,0,8,0
13790,3,3,2019,2,35,8,30,5,55
10975,15,5,2019,9,45,9,25,23,40
14388,21,5,2019,8,25,9,20,24,55
7198,6,6,2019,18,0,1,30,7,30
13029,9,5,2019,9,40,12,35,26,55
12717,27,5,2019,7,5,19,15,12,10
14871,3,3,2019,6,40,13,20,6,40
10118,6,6,2019,6,30,20,50,14,20
10262,6,6,2019,22,50,4,25,5,35
2071,24,3,2019,2,55,4,25,1,30
5228,27,4,2019,21,5,23,55,2,50
7832,21,3,2019,16,55,11,25,18,30
7005,6,6,2019,11,40,21,0,9,20
14237,9,6,2019,18,25,12,35,18,10
3971,6,4,2019,21,10,0,5,2,55
3943,21,6,2019,22,10,1,0,2,50
8574,27,3,2019,6,40,15,30,8,50
12646,15,6,2019,5,55,19,15,13,20
13082,21,3,2019,13,0,18,50,29,50
13941,21,5,2019,8,25,8,15,23,50
5135,6,4,2019,7,0,12,55,5,55
11096,21,5,2019,10,0,20,25,10,25
13555,18,3,2019,22,50,9,30,10,40
5403,12,4,2019,9,45,12,35,2,50
15812,24,6,2019,11,40,19,0,7,20
14781,21,5,2019,20,0,8,15,12,15
8907,6,6,2019,13,30,23,0,9,30
4145,3,5,2019,20,45,23,20,2,35
14151,9,6,2019,20,25,9,45,13,20
7845,27,3,2019,6,0,15,30,9,30
8099,15,5,2019,9,15,19,15,10,0
13377,27,5,2019,15,0,1,30,10,30
12734,12,3,2019,6,50,11,20,28,30
10262,3,6,2019,22,50,4,25,5,35
7229,15,5,2019,18,55,22,0,3,5
12395,6,3,2019,8,45,9,25,24,40
11134,24,3,2019,19,45,9,15,13,30
6540,21,3,2019,13,0,18,50,5,50
7354,6,6,2019,6,40,19,15,12,35
9548,24,6,2019,12,0,7,40,19,40
9187,1,5,2019,7,10,10,45,27,35
5054,9,5,2019,7,35,12,10,4,35
10413,9,6,2019,10,0,20,25,10,25
4804,27,5,2019,21,25,0,5,2,40
4049,15,6,2019,6,25,7,55,1,30
6795,27,6,2019,19,0,1,30,6,30
4435,21,3,2019,20,45,23,20,2,35
6224,12,6,2019,16,30,4,40,12,10
4804,12,6,2019,20,20,22,55,2,35
6171,15,4,2019,5,5,16,10,11,5
6093,3,6,2019,11,25,21,0,9,35
4174,12,4,2019,17,15,19,50,2,35
3342,6,5,2019,2,35,4,5,1,30
13587,3,6,2019,10,0,21,0,11,0
16079,21,5,2019,21,50,4,25,6,35
6015,18,4,2019,5,35,8,50,3,15
13067,24,5,2019,17,0,19,10,26,10
9103,15,5,2019,4,55,12,35,7,40
14151,24,5,2019,20,25,23,35,27,10
11538,27,3,2019,6,20,18,50,12,30
8146,9,3,2019,8,35,21,20,12,45
6117,6,5,2019,19,0,4,40,9,40
17024,3,3,2019,2,15,4,25,26,10
22270,1,3,2019,14,5,7,40,17,35
12692,9,6,2019,20,25,21,5,24,40
8610,12,6,2019,7,10,20,20,13,10
6723,24,6,2019,7,10,22,30,15,20
4878,12,5,2019,17,0,19,35,2,35
16736,6,3,2019,20,35,7,40,11,5
11134,24,3,2019,13,55,9,15,19,20
3943,3,5,2019,4,0,6,50,2,50
13587,12,6,2019,9,0,21,0,12,0
16914,6,3,2019,5,25,4,25,23,0
1965,18,5,2019,22,45,0,15,1,30
8073,9,5,2019,13,0,21,0,8,0
3943,3,6,2019,13,0,15,50,2,50
5170,12,5,2019,15,15,20,5,4,50
3398,15,5,2019,11,40,14,30,2,50
4409,18,4,2019,10,20,12,55,2,35
8541,21,6,2019,17,45,20,45,3,0
4777,21,3,2019,4,0,6,50,2,50
3847,18,3,2019,22,20,0,40,2,20
7064,1,4,2019,18,55,12,0,17,5
4668,27,5,2019,21,0,23,50,2,50
1965,18,3,2019,22,45,0,10,1,25
14781,21,5,2019,6,30,16,20,9,50
4049,15,6,2019,9,10,10,40,1,30
13584,18,5,2019,18,55,8,15,13,20
12373,18,5,2019,20,55,12,35,15,40
16079,27,5,2019,16,0,19,0,27,0
7229,24,5,2019,8,20,11,20,3,0
17471,6,3,2019,21,25,21,20,23,55
14781,12,5,2019,6,30,16,20,9,50
14571,9,6,2019,6,30,19,50,13,20
10197,18,5,2019,3,50,12,35,8,45
5975,1,6,2019,17,55,22,50,4,55
8535,9,4,2019,17,45,1,30,7,45
12537,27,3,2019,9,55,21,0,11,5
4145,24,5,2019,20,45,23,20,2,35
4049,15,3,2019,9,10,10,40,1,30
5192,9,5,2019,22,40,10,40,12,0
6121,9,5,2019,21,5,23,55,2,50
8669,24,6,2019,3,50,19,15,15,25
8476,18,5,2019,6,0,19,15,13,15
2647,21,6,2019,5,45,7,15,1,30
14714,6,6,2019,20,55,19,0,22,5
10566,6,3,2019,20,30,8,15,11,45
10262,15,6,2019,11,30,19,0,7,30
8098,21,3,2019,10,0,1,35,15,35
6883,27,3,2019,10,0,21,0,11,0
16108,15,6,2019,10,0,19,15,9,15
4413,18,3,2019,17,15,19,45,2,30
10919,1,6,2019,14,35,12,35,22,0
4804,9,5,2019,21,25,0,5,2,40
10539,6,6,2019,20,25,10,55,14,30
4377,9,3,2019,22,20,1,10,2,50
6961,6,6,2019,6,10,8,55,2,45
7408,27,5,2019,13,0,21,0,8,0
4823,9,5,2019,18,55,21,50,2,55
5198,21,3,2019,14,20,16,55,2,35
10262,1,6,2019,17,30,19,0,25,30
5613,27,4,2019,17,0,19,35,2,35
10262,12,6,2019,20,55,4,25,7,30
5755,3,5,2019,9,10,10,40,1,30
3687,21,5,2019,7,5,9,20,2,15
5678,3,6,2019,19,35,21,5,1,30
13542,21,3,2019,18,15,1,35,7,20
12347,21,3,2019,19,15,18,50,23,35
12384,21,5,2019,9,35,19,10,9,35
10909,9,4,2019,5,30,4,25,22,55
4823,3,6,2019,16,55,19,55,3,0
6069,12,6,2019,16,0,21,0,5,0
12898,21,5,2019,16,0,19,0,27,0
4804,15,6,2019,4,40,7,15,2,35
10031,24,3,2019,8,25,4,45,20,20
6442,9,6,2019,7,35,22,30,14,55
9653,21,5,2019,12,0,7,40,19,40
8610,9,6,2019,17,0,20,20,27,20
14714,12,6,2019,14,0,19,0,5,0
12599,1,3,2019,0,30,23,55,23,25
9103,9,5,2019,4,55,19,0,14,5
12898,21,5,2019,22,50,4,25,5,35
2647,6,6,2019,5,45,7,15,1,30
5678,3,3,2019,7,10,8,35,1,25
12373,18,5,2019,19,15,12,35,17,20
3847,27,3,2019,17,15,19,45,2,30
14151,21,5,2019,17,0,18,0,25,0
13843,6,3,2019,8,0,4,25,20,25
7229,18,5,2019,15,15,18,10,2,55
4995,18,6,2019,2,55,4,20,1,25
10262,6,6,2019,20,55,4,25,7,30
13029,9,5,2019,5,30,4,25,22,55
14053,9,3,2019,19,15,4,25,9,10
26890,1,3,2019,16,55,7,40,14,45
3841,1,4,2019,17,10,19,40,2,30
11003,1,3,2019,10,30,22,55,12,25
5403,9,4,2019,11,30,14,20,2,50
15342,3,3,2019,8,0,18,50,10,50
12224,12,6,2019,20,30,13,45,17,15
6297,15,3,2019,19,35,21,55,2,20
8844,1,5,2019,15,55,21,25,5,30
13377,1,6,2019,14,0,1,30,11,30
5706,9,3,2019,20,55,23,50,2,55
8372,12,6,2019,21,0,7,40,10,40
6526,27,5,2019,6,40,21,0,14,20
4823,1,6,2019,16,55,19,45,2,50
3175,24,6,2019,16,55,18,25,1,30
10407,6,5,2019,9,0,19,0,10,0
4423,18,4,2019,4,0,6,50,2,50
9555,9,5,2019,17,0,20,20,27,20
12681,1,4,2019,16,30,16,20,23,50
13059,6,6,2019,14,5,4,40,14,35
8586,9,5,2019,16,30,10,5,17,35
3419,6,4,2019,20,55,23,40,2,45
3873,3,6,2019,17,10,19,40,2,30
10203,6,6,2019,10,0,20,25,10,25
13029,27,5,2019,19,30,4,25,8,55
10844,15,5,2019,16,30,22,35,6,5
11134,24,3,2019,18,55,8,10,13,15
8610,12,6,2019,20,20,18,50,22,30
4174,15,4,2019,20,20,22,55,2,35
11087,9,3,2019,8,0,9,30,25,30
3971,18,6,2019,21,10,0,5,2,55
17531,9,4,2019,7,5,19,0,11,55
3573,6,6,2019,5,55,8,35,2,40
8366,1,5,2019,9,25,7,55,22,30
13885,3,3,2019,14,15,16,45,2,30
18485,9,6,2019,17,50,1,30,7,40
4409,27,4,2019,19,55,22,25,2,30
8085,1,5,2019,20,20,23,25,27,5
13377,6,6,2019,17,30,1,30,8,0
13538,21,5,2019,13,20,7,40,18,20
15147,6,3,2019,19,0,1,35,6,35
4030,27,5,2019,11,10,14,5,2,55
14848,6,6,2019,8,0,19,15,11,15
13555,18,3,2019,22,50,8,15,9,25
10975,18,5,2019,7,5,9,25,26,20
13029,21,5,2019,9,40,12,35,26,55
9663,12,5,2019,8,25,9,20,24,55
4050,1,6,2019,10,20,11,50,1,30
14714,3,6,2019,17,30,4,25,10,55
11213,1,3,2019,10,30,21,25,10,55
4544,9,4,2019,6,0,8,45,2,45
3873,15,6,2019,9,0,11,25,2,25
12537,9,4,2019,13,0,21,0,8,0
13067,6,5,2019,9,35,19,10,9,35
16704,9,5,2019,23,5,4,25,29,20
8714,15,3,2019,6,45,12,15,5,30
13376,3,6,2019,14,35,12,35,22,0
3597,27,6,2019,8,20,10,35,2,15
7670,18,5,2019,12,50,1,30,12,40
14410,24,3,2019,9,50,23,15,37,25
7480,15,5,2019,9,45,9,25,23,40
13584,9,5,2019,20,0,18,15,22,15
25735,1,3,2019,16,55,10,25,17,30
4544,1,4,2019,17,45,20,45,3,0
8099,21,5,2019,9,15,19,15,10,0
10844,15,5,2019,16,30,4,40,12,10
12557,21,3,2019,19,15,4,25,9,10
9564,9,5,2019,11,0,14,15,3,15
13817,12,3,2019,21,25,9,30,12,5
12384,18,5,2019,9,35,19,10,9,35
7575,21,5,2019,4,55,19,15,14,20
14120,6,5,2019,16,45,12,0,19,15
6916,9,3,2019,7,5,22,20,15,15
7878,27,5,2019,7,10,22,30,15,20
11087,18,3,2019,22,50,20,20,21,30
4804,27,4,2019,14,25,16,55,2,30
3597,15,6,2019,9,45,12,0,2,15
12723,15,5,2019,5,50,16,15,34,25
2227,15,5,2019,20,5,21,40,1,35
9929,24,5,2019,7,0,19,15,12,15
11841,9,6,2019,21,10,9,20,12,10
12373,9,5,2019,11,30,4,25,16,55
12898,21,5,2019,20,55,19,0,22,5
15113,3,3,2019,5,55,7,40,25,45
10529,18,5,2019,11,40,19,0,7,20
8875,27,3,2019,13,5,7,40,18,35
10844,15,5,2019,8,25,20,45,12,20
15676,1,3,2019,6,10,8,55,2,45
7064,1,4,2019,8,25,23,35,15,10
10844,9,6,2019,8,25,19,50,11,25
19595,6,3,2019,14,0,16,50,26,50
13941,1,5,2019,14,5,8,15,18,10
6790,21,3,2019,8,35,16,10,7,35
3841,27,4,2019,9,0,11,25,2,25
11087,18,3,2019,11,40,9,0,21,20
11491,15,5,2019,19,45,19,15,23,30
3943,9,4,2019,5,30,8,20,2,50
22270,1,3,2019,11,40,7,40,20,0
4878,9,6,2019,17,0,19,35,2,35
14714,9,6,2019,22,50,4,25,5,35
10877,24,6,2019,6,40,19,0,12,20
9653,15,6,2019,19,45,19,15,23,30
14571,24,5,2019,20,0,12,0,16,0
7064,1,4,2019,18,55,20,45,25,50
5618,6,3,2019,15,20,17,55,2,35
13727,15,5,2019,14,0,1,30,11,30
4851,1,4,2019,14,40,17,50,3,10
15187,24,3,2019,9,10,21,50,12,40
3419,15,5,2019,7,45,10,40,2,55
3943,1,4,2019,6,5,8,50,2,45
15129,18,5,2019,9,40,12,35,26,55
3419,21,6,2019,0,25,3,15,2,50
10861,21,5,2019,20,0,19,15,23,15
7074,21,4,2019,5,10,10,5,4,55
11542,6,5,2019,9,25,15,5,29,40
6968,21,4,2019,6,50,12,10,5,20
5769,12,6,2019,17,45,20,45,3,0
7927,12,6,2019,20,20,22,40,26,20
13044,12,6,2019,18,55,8,15,13,20
15129,21,5,2019,23,5,12,35,13,30
3841,1,5,2019,9,0,11,25,2,25
4804,24,6,2019,20,20,22,55,2,35
4319,12,4,2019,5,55,8,35,2,40
16079,27,5,2019,21,50,19,0,21,10
54826,18,3,2019,22,50,5,5,6,15
12351,9,3,2019,17,30,1,35,8,5
13067,6,5,2019,17,0,19,10,26,10
13817,12,3,2019,18,55,7,40,12,45
3625,21,5,2019,21,10,0,5,2,55
18293,12,3,2019,9,40,15,15,29,35
5613,1,4,2019,19,30,22,15,2,45
11038,6,3,2019,6,10,8,15,26,5
4077,3,4,2019,6,5,8,50,2,45
6883,27,3,2019,8,0,21,0,13,0
19508,3,3,2019,17,0,19,45,2,45
8714,15,3,2019,8,50,23,15,14,25
4804,1,5,2019,4,40,7,15,2,35
15078,3,3,2019,8,0,15,30,7,30
4807,21,4,2019,17,10,19,40,2,30
21829,6,3,2019,11,35,21,0,9,25
5403,24,3,2019,11,30,14,10,2,40
26890,1,3,2019,7,0,16,10,9,10
7335,18,5,2019,23,30,7,45,8,15
9412,27,3,2019,17,35,4,25,10,50
10844,21,5,2019,8,25,19,50,11,25
4990,6,6,2019,18,55,21,50,2,55
16704,27,5,2019,23,5,4,25,29,20
7711,9,4,2019,5,55,19,15,37,20
10262,3,6,2019,17,30,4,25,10,55
6007,24,6,2019,12,50,21,0,8,10
12219,1,4,2019,9,25,5,25,20,0
3898,1,5,2019,20,55,23,40,2,45
11467,6,5,2019,17,0,22,5,29,5
12534,18,5,2019,8,20,20,25,12,5
10844,6,6,2019,8,25,18,15,9,50
4377,24,3,2019,5,45,8,35,2,50
11982,9,6,2019,17,45,20,5,2,20
4423,9,6,2019,9,30,12,20,2,50
17234,3,3,2019,19,15,4,25,9,10
8295,1,4,2019,7,10,22,55,15,45
15864,6,3,2019,5,30,19,45,38,15
3398,27,5,2019,11,40,14,30,2,50
7198,9,6,2019,13,0,1,30,12,30
7229,6,4,2019,6,0,8,45,2,45
13014,12,6,2019,5,30,4,25,22,55
6528,9,5,2019,14,35,14,35,24,0
13292,12,6,2019,9,35,12,35,27,0
15129,21,5,2019,19,10,19,0,23,50
11071,15,6,2019,20,0,19,15,23,15
4174,21,4,2019,6,55,9,30,2,35
11299,27,3,2019,4,0,18,50,14,50
12373,18,5,2019,19,45,12,35,16,50
13439,1,3,2019,5,50,9,15,27,25
4804,1,5,2019,20,20,22,55,2,35
11642,12,5,2019,9,25,5,35,20,10
3419,18,6,2019,0,25,3,15,2,50
6103,21,5,2019,6,35,12,10,5,35
13033,9,5,2019,7,0,1,20,18,20
11245,18,3,2019,8,55,15,55,7,0
10056,1,4,2019,6,30,12,0,5,30
10539,6,6,2019,20,25,14,25,18,0
5277,18,3,2019,22,5,0,25,2,20
11936,21,5,2019,10,0,23,15,13,15
13014,9,6,2019,5,30,4,25,22,55
8820,6,6,2019,17,0,20,20,27,20
12373,9,5,2019,15,0,12,35,21,35
10262,1,6,2019,9,0,12,35,27,35
4995,3,6,2019,7,5,8,30,1,25
7438,27,3,2019,21,50,19,45,21,55
4148,21,3,2019,5,30,8,20,2,50
3597,27,5,2019,14,45,17,5,2,20
5192,1,5,2019,7,35,23,30,15,55
16736,6,3,2019,8,0,20,20,12,20
7933,1,6,2019,13,0,21,0,8,0
8879,18,5,2019,8,0,19,15,11,15
5000,12,5,2019,14,25,17,40,3,15
8137,6,5,2019,17,0,9,5,16,5
22096,9,3,2019,16,55,19,15,26,20
4273,24,3,2019,5,45,8,35,2,50
35185,1,3,2019,18,40,0,45,6,5
4226,15,4,2019,19,35,23,15,3,40
10844,1,5,2019,8,25,16,20,7,55
2754,12,6,2019,12,0,13,30,1,30
6301,6,6,2019,10,30,16,5,5,35
13222,18,5,2019,9,25,13,45,28,20
12898,21,5,2019,17,30,12,35,19,5
12127,12,3,2019,6,45,20,35,13,50
13067,21,5,2019,20,25,22,5,25,40
9920,1,4,2019,16,45,20,25,27,40
4239,1,4,2019,7,45,10,40,2,55
14714,6,6,2019,21,50,19,0,21,10
6218,6,5,2019,18,5,23,30,5,25
7295,1,3,2019,5,15,7,35,2,20
7408,9,6,2019,3,50,11,30,7,40
13994,9,6,2019,9,35,18,0,8,25
5224,15,5,2019,14,25,16,55,2,30
4391,9,3,2019,5,45,7,5,1,20
14109,18,5,2019,10,0,5,25,19,25
4885,27,4,2019,9,30,12,20,2,50
8016,1,6,2019,8,20,11,20,3,0
12524,24,6,2019,6,0,12,35,6,35
6017,27,3,2019,2,15,18,50,16,35
10441,9,5,2019,22,0,19,15,21,15
3625,1,4,2019,21,10,0,5,2,55
15586,9,3,2019,5,15,19,15,38,0
7199,27,3,2019,8,0,19,15,11,15
12273,21,3,2019,6,20,4,25,22,5
7530,6,6,2019,19,0,1,30,6,30
5678,21,5,2019,19,35,21,5,1,30
11753,24,6,2019,10,55,7,40,20,45
1965,21,5,2019,22,45,0,15,1,30
10208,21,3,2019,6,40,13,20,6,40
5054,21,5,2019,20,25,1,30,5,5
14871,3,3,2019,8,25,15,30,7,5
12373,18,5,2019,7,5,19,0,11,55
2017,15,6,2019,22,45,0,15,1,30
10661,24,3,2019,13,55,4,45,14,50
9794,9,5,2019,10,20,19,0,8,40
13067,9,5,2019,20,25,23,35,27,10
7298,3,3,2019,17,45,20,5,2,20
7648,3,3,2019,10,5,13,0,2,55
10676,12,5,2019,12,0,21,50,9,50
6961,3,6,2019,10,0,12,45,2,45
6979,15,5,2019,11,25,1,30,14,5
13587,27,5,2019,9,0,21,0,12,0
10844,24,5,2019,14,5,23,35,9,30
3943,12,5,2019,10,10,13,0,2,50
6838,12,6,2019,9,15,21,0,11,45
6542,15,4,2019,13,0,19,0,6,0
12239,21,5,2019,7,5,19,0,11,55
14388,12,5,2019,16,30,4,40,12,10
4148,12,3,2019,5,30,8,20,2,50
16840,18,5,2019,15,5,1,30,10,25
9646,3,6,2019,9,45,22,30,12,45
14571,9,6,2019,21,10,18,15,21,5
7923,15,5,2019,16,0,1,30,9,30
8586,12,5,2019,20,0,4,40,8,40
9646,3,6,2019,13,15,22,30,9,15
14388,18,5,2019,14,5,12,0,21,55
13044,12,6,2019,16,30,16,20,23,50
10197,21,5,2019,10,0,19,0,9,0
14714,1,6,2019,19,45,19,0,23,15
9929,1,6,2019,10,0,19,15,9,15
6017,21,3,2019,22,50,4,25,5,35
3597,27,6,2019,9,45,12,0,2,15
5704,21,3,2019,13,30,23,0,9,30
14714,3,6,2019,19,45,4,25,8,40
5228,12,5,2019,10,0,12,45,2,45
11467,1,4,2019,9,35,10,55,25,20
4668,6,6,2019,9,45,12,35,2,50
4591,18,4,2019,21,15,0,15,3,0
3943,12,5,2019,21,15,0,15,3,0
5228,21,4,2019,10,0,12,45,2,45
12242,27,3,2019,2,15,18,50,16,35
11185,9,6,2019,7,5,9,25,26,20
6573,9,4,2019,9,15,1,30,16,15
14781,15,5,2019,16,30,22,35,6,5
14960,12,6,2019,16,45,8,55,16,10
4332,15,5,2019,11,35,14,0,2,25
7652,3,3,2019,5,50,8,40,2,50
14151,24,5,2019,9,35,21,5,11,30
4319,12,6,2019,9,30,12,20,2,50
10929,21,3,2019,19,10,18,50,23,40
11491,24,3,2019,7,0,10,0,27,0
6015,18,4,2019,14,20,17,35,3,15
12692,12,6,2019,9,35,21,5,11,30
4384,9,3,2019,22,50,1,20,2,30
3943,3,6,2019,6,5,8,50,2,45
12373,18,5,2019,9,0,19,0,10,0
19225,6,3,2019,8,0,13,15,5,15
14053,9,3,2019,19,45,18,50,23,5
5911,12,4,2019,13,20,16,10,2,50
10877,9,6,2019,6,40,19,0,12,20
7757,6,6,2019,18,55,4,40,9,45
6558,21,3,2019,7,35,16,10,8,35
4804,21,4,2019,9,35,12,20,2,45
5678,18,3,2019,15,50,17,20,1,30
12373,9,5,2019,10,0,4,25,18,25
5198,6,5,2019,6,0,8,45,2,45
6064,1,6,2019,14,25,16,55,2,30
15029,9,3,2019,21,50,4,25,6,35
10909,9,4,2019,5,30,19,0,13,30
18492,9,3,2019,8,40,19,45,11,5
10262,24,6,2019,2,15,4,25,26,10
8781,18,5,2019,11,50,17,35,5,45
6442,27,5,2019,8,35,16,10,7,35
20120,12,3,2019,9,50,16,35,6,45
4878,27,5,2019,19,30,22,15,2,45
16736,6,3,2019,5,45,18,25,12,40
9630,24,5,2019,11,15,18,30,7,15
8610,9,5,2019,7,10,18,50,11,40
3687,27,6,2019,7,5,9,20,2,15
8452,15,5,2019,20,20,9,5,12,45
3943,18,5,2019,10,30,13,20,2,50
3342,15,3,2019,6,20,7,45,1,25
13067,12,5,2019,20,25,14,25,18,0
4878,6,5,2019,19,30,22,15,2,45
14388,9,5,2019,21,10,10,5,12,55
16704,27,5,2019,13,25,4,25,15,0
3100,21,5,2019,19,30,20,45,1,15
13387,12,3,2019,17,25,18,5,24,40
4049,9,6,2019,9,10,10,40,1,30
13029,18,5,2019,5,30,19,0,13,30
3919,9,4,2019,21,10,0,5,2,55
3850,3,5,2019,5,15,7,40,2,25
8839,24,6,2019,13,15,9,25,20,10
7064,1,4,2019,16,30,4,40,12,10
13941,12,5,2019,20,0,8,15,12,15
13007,24,5,2019,10,0,10,30,24,30
14781,18,5,2019,14,5,22,35,8,30
2071,18,3,2019,19,35,21,5,1,30
4256,21,6,2019,11,0,14,15,3,15
7923,9,3,2019,16,0,18,35,2,35
3782,15,3,2019,22,50,1,20,2,30
12384,15,5,2019,20,25,9,45,13,20
8565,21,3,2019,10,0,1,35,15,35
6232,21,3,2019,16,0,21,0,5,0
4777,9,3,2019,5,30,8,20,2,50
4145,1,6,2019,20,45,23,20,2,35
5192,15,5,2019,22,40,10,40,12,0
4729,1,4,2019,5,10,8,0,2,50
6093,3,6,2019,6,40,21,0,14,20
8891,1,5,2019,9,25,18,30,9,5
12242,27,3,2019,16,0,4,25,12,25
11467,1,5,2019,17,0,18,0,25,0
14781,21,5,2019,21,10,9,20,12,10
10197,18,5,2019,7,0,19,0,12,0
17261,6,3,2019,21,25,9,30,12,5
7480,1,5,2019,20,40,9,25,12,45
4804,21,5,2019,15,30,18,5,2,35
4439,21,4,2019,9,0,11,25,2,25
10368,6,6,2019,5,30,4,25,22,55
6065,21,3,2019,6,10,11,20,5,10
8586,24,5,2019,18,55,4,40,9,45
5406,18,3,2019,14,30,17,35,3,5
12142,6,6,2019,18,25,4,25,10,0
14714,6,6,2019,2,15,12,35,10,20
10262,15,6,2019,2,15,4,25,26,10
15434,6,3,2019,11,50,23,55,12,5
10676,18,5,2019,12,0,11,10,23,10
4804,21,4,2019,20,20,22,55,2,35
13014,9,6,2019,19,30,12,35,17,5
3943,3,5,2019,10,10,13,0,2,50
9678,6,3,2019,5,30,22,0,16,30
14781,15,5,2019,8,25,19,50,11,25
10197,15,5,2019,9,0,19,0,10,0
10861,9,5,2019,5,55,19,15,13,20
