Total_Stops,Route1,Route2,Route3,Route4,Route5,Airline_Air Asia,Airline_Air India,Airline_GoAir,Airline_IndiGo,Airline_Jet Airways,Airline_Jet Airways Business,Airline_Multiple carriers,Airline_Multiple carriers Premium economy,Airline_SpiceJet,Airline_Trujet,Airline_Vistara,Airline_Vistara Premium economy,Source_Banglore,Source_Chennai,Source_Delhi,Source_Kolkata,Source_Mumbai,Destination_Banglore,Destination_Cochin,Destination_Delhi,Destination_Hyderabad,Destination_Kolkata,Destination_New Delhi,Price,journey_day,journey_month,journey_year,Dept_Time_hour,Dept_Time_min,Arrival_Time_hour,Arrival_Time_min,dur_hour,dur_min
1,2,14,3,13,5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,5192,1,4,2019,22,40,10,40,12,0
1,2,7,3,13,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,14939,9,6,2019,21,10,8,15,11,5
1,0,7,8,13,5,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,25735,1,3,2019,11,40,9,30,21,50
1,3,7,6,13,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,14502,3,6,2019,10,0,19,0,9,0
1,0,7,8,13,5,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,13817,12,3,2019,22,55,12,25,13,30
1,2,14,3,13,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,14151,24,5,2019,9,35,18,0,8,25
1,3,7,6,13,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,15077,6,3,2019,10,45,19,15,8,30
1,3,7,6,13,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,12192,12,6,2019,9,0,19,0,10,0
0,1,19,29,13,5,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,1965,21,5,2019,13,15,14,45,1,30
0,4,8,29,13,5,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,3850,18,5,2019,7,55,10,15,2,20
0,1,19,29,13,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,3175,1,6,2019,16,55,18,25,1,30
0,0,13,29,13,5,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,7229,21,5,2019,18,55,22,0,3,5
1,3,7,6,13,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,16079,27,5,2019,19,15,19,0,23,45
0,1,19,29,13,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,4392,27,3,2019,9,10,10,40,1,30
1,0,7,8,13,5,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,8372,18,3,2019,18,40,0,45,6,5
3,3,28,4,5,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,10368,15,6,2019,9,40,19,0,9,20
1,3,7,6,13,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,12898,27,5,2019,22,50,19,0,20,10
3,2,15,9,3,5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,14960,1,5,2019,16,45,12,30,19,45
1,3,20,6,13,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,6442,27,5,2019,8,35,22,30,13,55
0,4,8,29,13,5,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,3597,21,5,2019,8,20,10,35,2,15
3,3,29,4,5,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,18804,6,6,2019,11,40,19,0,7,20
0,3,10,29,13,5,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,6111,15,3,2019,6,0,9,10,3,10
0,3,10,29,13,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,6015,9,6,2019,21,5,0,20,3,15
0,0,13,29,13,5,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,6121,18,5,2019,13,20,16,10,2,50
1,2,15,3,13,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,6287,24,5,2019,10,20,17,35,7,15
0,0,13,29,13,5,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,7229,9,5,2019,15,15,18,10,2,55
1,3,20,6,13,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,6442,12,6,2019,8,35,16,10,7,35
0,0,13,29,13,5,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,4544,27,4,2019,15,15,18,10,2,55
3,2,7,7,3,5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,11542,12,6,2019,9,25,13,45,28,20
1,3,7,6,13,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,16079,21,5,2019,19,45,4,25,8,40
1,3,20,6,13,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,6076,27,3,2019,7,5,16,10,9,5
3,2,14,7,3,5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,10408,1,4,2019,10,0,1,20,15,20
3,3,34,4,5,5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,8446,27,3,2019,5,55,19,15,37,20
0,0,13,29,13,5,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,13663,1,3,2019,7,45,10,40,2,55
1,3,6,6,13,5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,10671,15,5,2019,20,30,8,15,11,45
0,0,13,29,13,5,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,3383,18,6,2019,23,55,2,45,2,50
1,3,7,6,13,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,9021,9,5,2019,10,20,1,30,15,10
1,3,7,6,13,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,14533,18,5,2019,9,0,19,15,10,15
3,3,32,4,5,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,11992,6,6,2019,11,45,4,25,16,40
0,4,8,29,13,5,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,3597,12,5,2019,13,15,15,35,2,20
0,0,13,29,13,5,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,4077,9,6,2019,1,30,4,15,2,45
1,3,20,6,13,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,9646,12,6,2019,7,5,16,10,9,5
0,2,5,29,13,5,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,3873,1,4,2019,22,20,0,40,2,20
3,3,0,4,5,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,15129,9,5,2019,19,10,19,0,23,50
1,3,7,6,13,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,6104,9,6,2019,17,30,1,30,8,0
3,3,0,4,5,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,16022,6,3,2019,19,10,4,25,33,15
1,0,33,8,13,5,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,10562,9,3,2019,9,45,0,30,14,45
1,3,33,6,13,5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,10945,9,3,2019,6,5,9,25,27,20
0,2,5,29,13,5,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,3873,27,5,2019,9,0,11,25,2,25
0,1,19,29,13,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,1840,27,3,2019,2,55,4,25,1,30
1,3,20,6,13,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,9585,3,3,2019,4,55,12,0,7,5
0,1,19,29,13,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,3210,18,5,2019,19,35,21,5,1,30
1,3,6,6,13,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,6147,9,5,2019,15,10,20,0,4,50
1,2,14,3,13,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,7341,9,5,2019,17,0,23,35,6,35
1,3,7,6,13,5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,8372,21,5,2019,9,0,19,15,10,15
1,3,7,6,13,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,10877,27,6,2019,7,30,19,0,11,30
3,3,16,4,5,5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,10441,9,5,2019,22,0,19,15,21,15
1,3,7,6,13,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,13611,6,3,2019,4,45,21,0,16,15
1,0,7,8,13,5,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,11087,9,3,2019,8,55,10,45,25,50
1,3,7,6,13,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,5963,27,3,2019,19,15,19,45,24,30
0,4,8,29,13,5,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,3597,24,5,2019,13,15,15,35,2,20
1,2,7,3,13,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,8529,12,6,2019,18,55,10,5,15,10
1,3,7,6,13,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,10678,12,6,2019,4,55,19,0,14,5
1,3,7,6,13,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,8285,27,3,2019,8,25,21,0,12,35
1,3,7,6,13,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,18371,12,6,2019,2,15,12,35,10,20
1,2,14,3,13,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,12692,6,6,2019,20,25,9,45,13,20
0,0,13,29,13,5,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,4423,24,4,2019,6,5,8,50,2,45
0,0,13,29,13,5,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,7229,9,6,2019,19,50,22,50,3,0
0,0,13,29,13,5,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,6144,3,3,2019,23,30,2,20,2,50
3,3,34,4,5,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,10919,1,6,2019,6,45,4,25,21,40
0,2,5,29,13,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,4148,27,3,2019,21,25,0,5,2,40
0,0,13,29,13,5,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,3873,24,3,2019,20,30,23,20,2,50
3,3,28,4,5,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,11702,21,3,2019,9,40,18,50,9,10
1,3,7,6,13,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,14871,6,3,2019,17,10,1,35,8,25
3,0,7,15,6,5,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,11234,18,3,2019,6,45,11,10,28,25
1,3,20,6,13,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,6938,6,6,2019,14,20,22,30,8,10
1,3,7,6,13,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,6093,12,6,2019,8,30,21,0,12,30
0,0,13,29,13,5,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,3943,15,5,2019,10,10,13,0,2,50
0,1,19,29,13,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,8040,6,6,2019,10,20,11,50,1,30
3,3,0,4,5,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,15129,9,5,2019,23,5,12,35,13,30
0,4,8,29,13,5,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,3597,9,5,2019,17,45,20,5,2,20
1,2,14,3,13,5,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,8610,6,5,2019,7,10,18,50,11,40
1,2,14,3,13,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,13067,1,5,2019,17,0,23,35,6,35
0,0,13,29,13,5,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,4991,9,5,2019,9,30,12,20,2,50
1,2,33,3,13,5,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,4649,1,4,2019,15,5,20,20,5,15
0,4,8,29,13,5,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,3597,18,5,2019,8,20,10,35,2,15
1,3,7,6,13,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,12898,21,5,2019,8,0,19,0,11,0
3,3,24,4,5,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,9296,27,3,2019,6,20,19,45,37,25
0,0,13,29,13,5,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,8855,3,3,2019,16,55,19,45,2,50
1,3,7,6,13,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,10262,6,6,2019,21,50,19,0,21,10
0,0,13,29,13,5,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,3943,24,6,2019,6,5,8,50,2,45
1,3,7,6,13,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,9001,3,6,2019,12,50,19,15,6,25
1,3,7,6,13,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,7670,18,5,2019,10,20,1,30,15,10
1,3,7,6,13,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,7530,3,6,2019,17,45,1,30,7,45
1,2,36,3,13,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,8443,1,5,2019,9,20,14,15,4,55
1,3,33,6,13,5,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,5351,1,4,2019,6,5,11,20,5,15
0,3,10,29,13,5,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,6688,21,3,2019,6,0,9,10,3,10
1,0,7,8,13,5,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,11087,12,3,2019,20,35,19,10,22,35
3,0,9,1,6,5,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,7664,15,3,2019,5,50,12,5,30,15
1,2,20,3,13,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,4775,15,4,2019,15,15,20,30,5,15
0,2,5,29,13,5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,3514,27,6,2019,15,20,17,55,2,35
3,3,34,4,5,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,13376,24,6,2019,6,45,4,25,21,40
3,3,1,4,5,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,14300,12,6,2019,8,10,12,35,28,25
1,3,33,6,13,5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,7480,27,6,2019,20,40,9,25,12,45
0,1,19,29,13,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,2227,12,5,2019,21,20,22,50,1,30
1,3,6,6,13,5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,7452,18,5,2019,7,55,22,25,14,30
0,2,5,29,13,5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,4409,24,5,2019,10,20,12,55,2,35
3,2,2,14,3,5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,4647,3,4,2019,9,10,11,5,25,55
0,4,8,29,13,5,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,3332,21,3,2019,9,30,12,5,2,35
1,3,7,6,13,5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,6902,27,3,2019,10,0,19,15,9,15
1,2,2,3,13,5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,6857,6,6,2019,19,55,23,30,3,35
1,3,7,6,13,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,12373,9,5,2019,19,15,4,25,9,10
1,3,7,6,13,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,11789,15,6,2019,11,40,19,0,7,20
3,3,20,4,5,5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,13039,9,5,2019,17,15,7,40,14,25
1,0,7,8,13,5,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,11087,12,3,2019,22,55,11,25,12,30
1,2,14,3,13,5,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,9345,18,5,2019,20,20,23,25,27,5
0,1,19,29,13,5,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,1965,24,6,2019,22,45,0,15,1,30
1,3,7,6,13,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,6093,3,6,2019,7,30,21,0,13,30
1,2,7,3,13,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,11841,9,6,2019,18,55,8,15,13,20
1,2,7,3,13,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,9663,9,5,2019,21,10,10,5,12,55
1,3,7,6,13,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,14714,6,6,2019,19,15,19,0,23,45
1,2,7,3,13,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,8529,12,6,2019,18,55,22,35,27,40
1,3,20,6,13,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,5073,6,4,2019,7,35,12,10,4,35
0,0,13,29,13,5,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,7229,24,4,2019,7,10,10,10,3,0
1,3,7,6,13,5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,9194,6,6,2019,10,0,19,15,9,15
1,3,7,6,13,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,11789,12,6,2019,11,40,19,0,7,20
0,1,19,29,13,5,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,2017,12,6,2019,13,15,14,45,1,30
3,2,43,9,3,5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,15894,6,6,2019,14,30,12,30,22,0
0,0,13,29,13,5,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,3419,9,5,2019,1,30,4,15,2,45
3,3,28,4,5,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,10368,9,6,2019,5,30,4,25,22,55
1,3,6,6,13,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,6027,24,4,2019,15,10,20,0,4,50
1,3,33,6,13,5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,7480,18,5,2019,20,40,9,25,12,45
1,2,37,3,13,5,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,7189,12,6,2019,8,35,17,15,8,40
0,0,13,29,13,5,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,7276,15,3,2019,10,0,12,45,2,45
1,3,7,6,13,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,15764,6,3,2019,11,30,4,25,16,55
1,3,7,6,13,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,14714,6,6,2019,19,15,4,25,9,10
1,3,7,6,13,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,7888,21,5,2019,17,0,1,30,8,30
1,3,7,6,13,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,10262,6,6,2019,8,0,4,25,20,25
3,3,1,4,5,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,15318,18,5,2019,20,0,4,25,8,25
1,2,15,3,13,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,5608,1,5,2019,10,20,17,35,7,15
1,2,7,3,13,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,12681,1,4,2019,8,25,18,15,9,50
3,3,20,22,5,5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,9417,6,3,2019,17,15,9,25,16,10
1,3,7,6,13,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,17057,3,3,2019,7,5,21,0,13,55
1,3,7,6,13,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,12537,27,3,2019,13,0,21,0,8,0
3,3,16,4,5,5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,10651,27,5,2019,22,0,19,15,21,15
0,3,10,29,13,5,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,6741,1,6,2019,6,0,9,10,3,10
1,2,7,3,13,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,10844,24,5,2019,20,0,22,35,26,35
3,3,9,4,5,5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,13381,27,5,2019,14,25,19,15,28,50
0,0,13,29,13,5,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,4423,6,4,2019,6,5,8,50,2,45
0,1,19,29,13,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,5678,27,5,2019,19,35,21,5,1,30
3,3,21,4,5,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,12719,21,5,2019,9,35,12,35,27,0
1,3,20,6,13,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,5054,1,6,2019,7,35,12,10,4,35
1,3,33,6,13,5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,7480,24,5,2019,9,45,9,25,23,40
0,0,13,29,13,5,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,6961,3,6,2019,17,0,19,45,2,45
0,2,5,29,13,5,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,3841,24,4,2019,17,10,19,40,2,30
0,0,13,29,13,5,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,3943,3,6,2019,21,15,0,15,3,0
0,0,13,29,13,5,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,7229,3,5,2019,8,20,11,20,3,0
0,0,13,29,13,5,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,4319,15,5,2019,9,30,12,20,2,50
0,0,13,29,13,5,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,4423,24,4,2019,13,0,15,50,2,50
1,3,7,6,13,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,16079,21,5,2019,22,50,4,25,5,35
0,0,13,29,13,5,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,7754,21,6,2019,19,50,22,50,3,0
3,3,20,22,5,5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,10467,1,6,2019,13,15,9,25,20,10
1,3,7,6,13,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,14714,3,6,2019,17,30,12,35,19,5
1,2,15,3,13,5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,7452,1,5,2019,16,45,21,5,28,20
3,3,41,4,5,5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,13276,21,5,2019,13,20,19,15,29,55
3,0,7,23,6,5,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,31783,1,3,2019,8,50,10,35,25,45
0,4,8,29,13,5,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,4667,1,5,2019,11,40,13,55,2,15
0,0,13,29,13,5,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,7229,15,6,2019,15,15,18,10,2,55
3,3,3,4,5,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,14237,15,6,2019,18,25,12,35,18,10
1,3,7,6,13,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,8266,15,5,2019,10,20,19,15,8,55
